   Nr Navn                      Klubb                  Elo #par Fide Hurt Lyn
 519: Grudzien Jakob            Lørenskog             1138   78
 520: Grudzien Simon            Lørenskog              987   75
 521: Grøneng Harald            Lillehammer           1226  239
 522: Grønli Frank              Sarpsborg             1269  140
 523: Grønn Atle                Akademisk             2302  706
 524: Grønningsæter Emil        Aalesund              1616  202
 525: Grønstad Jon Arne         Rena                  1123   33
 526: Grønvold Jørn             Harstad               1487  136
 527: Gudbrandsen Gustav        Eiker                 2187  664
 528: Guddahl Viggo             OSS                   2090  525
 529: Guddal Øyvind             Trondheim             1136   10
 530: Gulbrandsen Tor           Nordstrand            1970  591
 531: Gulbrandsen Tor Arne      Myrvoll               1356   26
 532: Gullaksen Eirik           Bergens               2259  770
 533: Gullbekkhei Egil          AAlesund               907   12
 534: Gulliksen Erik            Remis                 1581  226
 535: Gulliksen Leif            Stjernen              1266  850
 536: Gulliksen Roy             Remis                 1360   74
 537: Gulliksen Simon           Stjernen              1424  316
 538: Gulliksen Tomm Y          Stjernen              1546  507
 539: Gundersen Arvid           Hadeland              1366  148
 540: Gundersen Frode           Sandnes-Ganddal       1198   40
 541: Gundersen Helge           Randaberg             2099  509
 542: Gundersen Helge           Eidsvoll              1036   39
 543: Gundersen Kristian B.     Hamar                  948   21
 544: Gundersen Trygve          Ganddal               1199   49
 545: Gundersen Vegard          Hadeland              1135   40
 546: Gundersen Vidar           Nordstrand            1697  277
 547: Gunnesdal Lars            Bærum                 1372   77
 548: Gustad Bjarne             Guovdageainnu         1474   13
 549: Gustavsen Arild           Sarpsborg             1274  335
 550: Gvein Kenneth             OSS                   1919  242
 551: Gyldenås Ole Jørn         Nordstrand            1944  661
 552: Günther Roland            Moss                  1238   17
 553: Haaland Arild             Sandnes-Ganddal        977   24
 554: Haaland Per               Bergens               1281   52
 555: Haanshuus Aslak           Røros                 1552  139
 556: Haanshuus Martin          Røros                  751   10
 557: Haga Halvor               Porsgrunn             1659  149
 558: Hageberg Olav K           Sjakkameratene        1176   74
 559: Hageland Harald           Kristiansand          1381  229
 560: Hagen Andreas             Stavanger             1301  112
 561: Hagen Jan Erik            Kongsberg             1650  336
 562: Hagen Karina              Tromsø                 850   10
 563: Hagen Kjetil              Konnerud              1112   19
 564: Hagen Lars Erik           1911                  1685  270
 565: Hagen Oddbjørn            Sotra                 1211  111
 566: Hagen Otto                Våler                 1532  171
 567: Hagen Svein               Oksval                1492   15
 568: Hagen Thorolf             Tønsberg              1095   75
 569: Hagen Torgeir             Oksval                1527  109
 570: Hagesæther Arne           Hauge                 1815  284
 571: Hagesæther Ellen          Hauge                 1952  456
 572: Hagesæther Halvard        Hauge                 2019  372
 573: Hagesæther Linn           Hauge                 1499  426
 574: Hagesæther Nina           Hauge                 2097  663
 575: Hagesæther Olav           Hauge                  686   24
 576: Hagesæther Per A          Hauge                 1310  101
 577: Hagesæther Pål V          Hauge                 2218  621
